,title,price,address,no_bedrooms
316,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
317,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
318,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
319,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
320,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
321,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
322,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
323,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
324,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
325,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
326,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
327,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
328,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
329,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
330,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
331,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
332,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
333,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
334,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
335,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
336,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
337,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
338,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
339,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
340,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
341,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
342,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
343,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
344,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
345,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
346,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
347,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
348,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
349,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
350,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
351,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
352,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
353,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
354,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
355,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
356,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
357,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
358,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
359,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
360,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
361,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
362,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
363,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
364,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
365,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
366,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
367,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
368,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
369,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
370,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
371,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
372,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
373,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
374,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
375,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
376,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
377,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
378,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
379,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
380,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
381,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
382,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
383,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
384,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
385,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
386,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
387,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
388,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
389,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
390,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
391,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
392,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
393,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
394,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
395,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
396,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
397,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
398,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
399,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
400,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
401,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
402,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
403,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
404,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
405,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
406,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
407,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
408,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
409,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
410,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
411,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
412,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
413,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
414,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
415,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
416,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
417,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
418,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
419,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
420,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
421,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
422,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
423,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
424,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
425,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
426,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
427,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
428,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
429,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
430,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
431,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
432,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
433,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
434,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
435,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
436,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
437,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
438,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
439,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
440,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
441,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
442,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
443,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
444,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
445,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
446,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
447,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
448,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
449,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
450,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
451,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
452,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
453,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
454,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
455,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
456,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
457,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
458,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
459,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
460,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
461,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
462,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
463,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
464,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
465,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
466,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
467,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
468,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
469,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
470,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
471,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
472,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
473,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
474,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
475,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
476,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
477,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
478,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
479,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
480,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
481,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
482,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
483,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
484,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
485,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
486,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
487,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
488,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
489,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
490,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
491,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
492,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
493,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
494,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
495,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
496,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
497,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
498,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
499,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
500,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
501,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
502,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
503,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
504,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
505,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
506,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
507,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
508,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
509,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
510,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
511,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
512,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
513,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
514,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
515,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
516,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
517,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
518,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
519,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
520,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
521,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
522,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
523,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
524,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
525,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
526,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
527,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
528,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
529,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
530,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
531,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
532,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
533,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
534,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
535,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
536,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
537,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
538,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
539,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
540,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
541,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
542,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
543,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
544,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
545,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
546,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
547,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
548,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
549,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
550,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
551,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
552,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
553,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
554,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
555,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
556,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
557,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
558,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
559,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
560,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
561,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
562,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
563,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
564,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
565,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
